testo,pagina
"Padre, nelle tue mani consegno il mio spirito Era già verso mezzogiorno e si fece buio su tutta la terra fino alle tre del pomeriggio, perché il sole si era eclissato. Il velo del tempio si squarciò a metà. Gesù, gridando a gran voce, disse: «Padre, nelle tue mani consegno il mio spirito». Detto questo, spirò. Qui ci si genuflette e si fa una breve pausa. Visto ciò che era accaduto, il centurione dava gloria a Dio dicendo: «Veramente quest’uomo era giusto». Così pure tutta la folla che era venuta a vedere questo spettacolo, ripensando a quanto era accaduto, se ne tornava battendosi il petto. Tutti i suoi conoscenti, e le donne che lo avevano seguito fin dalla Galilea, stavano da lontano a guardare tutto questo. Parola del Signore.",148
"GIOVEDÌ DELLA SETTIMANA SANTAo spirito del Signore Dio è su di me, perché il Signore mi ha consacrato con l’unzione; mi ha mandato a portare il lieto annuncio ai miseri, a fasciare le piaghe dei cuori spezzati, a proclamare la libertà degli schiavi, la scarcerazione dei prigionieri, a promulgare l’anno di grazia del Signore, il giorno di vendetta del nostro Dio, per consolare tutti gli afflitti, per dare agli afflitti di Sion una corona invece della cenere, olio di letizia invece dell’abito da lutto, veste di lode invece di uno spirito mesto. Voi sarete chiamati sacerdoti del Signore, ministri del nostro Dio sarete detti. Io darò loro fedelmente il salario, concluderò con loro un’alleanza eterna. Sarà famosa tra le genti la loro stirpe, la loro discendenza in mezzo ai popoli. PRIMA LETTURA Il Signore mi ha consacrato con l’unzione; mi ha mandato a portare il lieto annuncio ai miseri e a dare loro un olio di letizia. Dal libro del profeta Isaìa 61, 1-3a.6a.8b-9 Alla Messa del Crisma L",149
"Coloro che li vedranno riconosceranno che essi sono la stirpe benedetta dal Signore. Parola di Dio. Canterò per sempre l’amore del Signore. Ho trovato Davide, mio servo, con il mio santo olio l’ho consacrato; la mia mano è il suo sostegno, il mio braccio è la sua forza. La mia fedeltà e il mio amore saranno con lui e nel mio nome s’innalzerà la sua fronte. Egli mi invocherà: «Tu sei mio padre, mio Dio e roccia della mia salvezza». SALMO RESPONSORIALE Dal Salmo 88 (89)",150
"Grazia a voi e pace da Gesù Cristo, il testimone fedele, il primogenito dei morti e il sovrano dei re della terra. A Colui che ci ama e ci ha liberati dai nostri peccati con il suo sangue, che ha fatto di noi un regno, sacerdoti per il suo Dio e Padre, a lui la gloria e la potenza nei secoli dei secoli. Amen. Ecco, viene con le nubi e ogni occhio lo vedrà, anche quelli che lo trafissero, e per lui tutte le tribù della terra si batteranno il petto. Sì, Amen! Dice il Signore Dio: io sono l’Alfa e l’Omèga, Colui che è, che era e che viene, l’Onnipotente! Parola di Dio. SECONDA LETTURA Cristo ha fatto di noi un regno, sacerdoti per il suo Dio e Padre. Dal libro dell’Apocalisse di san Giovanni apostolo 1, 5-8",151
"Gloria e lode a te, Cristo Signore! Lo Spirito del Signore è sopra di me: mi ha mandato a portare ai poveri il lieto annuncio. Gloria e lode a te, Cristo Signore! n quel tempo, Gesù venne a Nàzaret, dove era cresciuto, e secondo il suo solito, di sabato, entrò nella sinagoga e si alzò a leggere. Gli fu dato il rotolo del profeta Isaìa; aprì il rotolo e trovò il passo dove era scritto: «Lo Spirito del Signore è sopra di me; per questo mi ha consacrato con l’unzione e mi ha mandato a portare ai poveri il lieto annuncio, a proclamare ai prigionieri la liberazione e ai ciechi la vista; a rimettere in libertà gli oppressi e proclamare l’anno di grazia del Signore». Dal Vangelo secondo Luca 4, 16-21 VANGELO Lo Spirito del Signore è sopra di me; per questo mi ha consacrato con l’unzione. CANTO AL VANGELO Is 61, 1 (cit. Iin Lc 4, 18)",152
"Riavvolse il rotolo, lo riconsegnò all’inserviente e sedette. Nella sinagoga, gli occhi di tutti erano fissi su di lui. Allora cominciò a dire loro: «Oggi si è compiuta questa Scrittura che voi avete ascoltato». Parola del Signore.",153
TRIDUO PASQUALE,155
"In quei giorni, il Signore disse a Mosè e ad Aronne in terra d’Egitto: «Questo mese sarà per voi l’inizio dei mesi, sarà per voi il primo mese dell’anno. Parlate a tutta la comunità d’Israele e dite: “Il dieci di questo mese ciascuno si procuri un agnello per famiglia, un agnello per casa. Se la famiglia fosse troppo piccola per un agnello, si unirà al vicino, il più prossimo alla sua casa, secondo il numero delle persone; calcolerete come dovrà essere l’agnello secondo quanto ciascuno può mangiarne. Il vostro agnello sia senza difetto, maschio, nato nell’anno; potrete sceglierlo tra le pecore o tra le capre e lo conserverete fino al quattordici di questo mese: allora tutta l’assemblea della comunità d’Israele lo immolerà al tramonto. Preso un po’ del suo sangue, lo porranno sui due stipiti e sull’architrave delle case nelle quali lo mangeranno. In quella notte ne mangeranno la carne arrostita al fuoco; la mangeranno con àzzimi e con erbe amare. Ecco in qual modo lo mangerete: con i fianchi cinti, i sandali ai piedi, il bastone in mano; lo mangerete in fretta. È la Pasqua del Signore! PRIMA LETTURA Prescrizioni per la cena pasquale. Dal libro dell’Èsodo 12, 1-8.11-14 GIOVEDÌ SANTO Alla Messa vespertina «Cena del Signore»",157
"Il tuo calice, Signore, è dono di salvezza. Che cosa renderò al Signore, per tutti i benefici che mi ha fatto? Alzerò il calice della salvezza e invocherò il nome del Signore. Agli occhi del Signore è preziosa la morte dei suoi fedeli. Io sono tuo servo, figlio della tua schiava: tu hai spezzato le mie catene. A te offrirò un sacrificio di ringraziamento e invocherò il nome del Signore. Adempirò i miei voti al Signore davanti a tutto il suo popolo. In quella notte io passerò per la terra d’Egitto e colpirò ogni primogenito nella terra d’Egitto, uomo o animale; così farò giustizia di tutti gli dèi dell’Egitto. Io sono il Signore! Il sangue sulle case dove vi troverete servirà da segno in vostro favore: io vedrò il sangue e passerò oltre; non vi sarà tra voi flagello di sterminio quando io colpirò la terra d’Egitto. Questo giorno sarà per voi un memoriale; lo celebrerete come festa del Signore: di generazione in generazione lo celebrerete come un rito perenne”». Parola di Dio. SALMO RESPONSORIALE Dal Salmo 115 (116)",158
"Fratelli, io ho ricevuto dal Signore quello che a mia volta vi ho trasmesso: il Signore Gesù, nella notte in cui veniva tradito, prese del pane e, dopo aver reso grazie, lo spezzò e disse: «Questo è il mio corpo, che è per voi; fate questo in memoria di me». Allo stesso modo, dopo aver cenato, prese anche il calice, dicendo: «Questo calice è la Nuova Alleanza nel mio sangue; fate questo, ogni volta che ne bevete, in memoria di me». Ogni volta infatti che mangiate questo pane e bevete al calice, voi annunciate la morte del Signore, finché egli venga. Parola di Dio. Gloria e lode e onore a te, Cristo Signore! Vi do un comandamento nuovo, dice il Signore: come io ho amato voi, così amatevi anche voi gli uni gli altri. Gloria e lode e onore a te, Cristo Signore! SECONDA LETTURA Ogni volta che mangiate questo pane e bevete al calice, voi annunciate la morte del Signore. Dalla prima lettera di san Paolo apostolo ai Corìnzi 11, 23-26 CANTO AL VANGELO Cf. Gv 13, 34",161
"Prima della festa di Pasqua, Gesù, sapendo che era venuta la sua ora di passare da questo mondo al Padre, avendo amato i suoi che erano nel mondo, li amò sino alla fine. Durante la cena, quando il diavolo aveva già messo in cuore a Giuda, figlio di Simone Iscariota, di tradirlo, Gesù, sapendo che il Padre gli aveva dato tutto nelle mani e che era venuto da Dio e a Dio ritornava, si alzò da tavola, depose le vesti, prese un asciugamano e se lo cinse attorno alla vita. Poi versò dell’acqua nel catino e cominciò a lavare i piedi dei discepoli e ad asciugarli con l’asciugamano di cui si era cinto. Venne dunque da Simon Pietro e questi gli disse: «Signore, tu lavi i piedi a me?». Rispose Gesù: «Quello che io faccio, tu ora non lo capisci; lo capirai dopo». Gli disse Pietro: «Tu non mi laverai i piedi in eterno!». Gli rispose Gesù: «Se non ti laverò, non avrai parte con me». Gli disse Simon Pietro: «Signore, non solo i miei piedi, ma anche le mani e il capo!». Soggiunse Gesù: «Chi ha fatto il bagno, non ha bisogno di lavarsi se non i piedi ed è tutto puro; e voi siete puri, ma non tutti». Sapeva infatti chi lo tradiva; per questo disse: «Non tutti siete puri». Dal Vangelo secondo Giovanni 13, 1-15 VANGELO Li amò sino alla fine.",162
"Quando ebbe lavato loro i piedi, riprese le sue vesti, sedette di nuovo e disse loro: «Capite quello che ho fatto per voi? Voi mi chiamate il Maestro e il Signore, e dite bene, perché lo sono. Se dunque io, il Signore e il Maestro, ho lavato i piedi a voi, anche voi dovete lavare i piedi gli uni agli altri. Vi ho dato un esempio, infatti, perché anche voi facciate come io ho fatto a voi». Parola del Signore.",163
"Ecco, il mio servo avrà successo, sarà onorato, esaltato e innalzato grandemente. Come molti si stupirono di lui – tanto era sfigurato per essere d’uomo il suo aspetto e diversa la sua forma da quella dei figli dell’uomo –, così si meraviglieranno di lui molte nazioni; i re davanti a lui si chiuderanno la bocca, poiché vedranno un fatto mai a essi raccontato e comprenderanno ciò che mai avevano udito. Chi avrebbe creduto al nostro annuncio? A chi sarebbe stato manifestato il braccio del Signore? È cresciuto come un virgulto davanti a lui e come una radice in terra arida. Non ha apparenza né bellezza per attirare i nostri sguardi, non splendore per poterci piacere. Disprezzato e reietto dagli uomini, uomo dei dolori che ben conosce il patire, come uno davanti al quale ci si copre la faccia; era disprezzato e non ne avevamo alcuna stima. PRIMA LETTURA Egli è stato trafitto per le nostre colpe. (Quarto canto del Servo del Signore) Dal libro del profeta Isaìa 52, 13 – 53, 12 VENERDÌ SANTO «PASSIONE DEL SIGNORE»",164
"Eppure egli si è caricato delle nostre sofferenze, si è addossato i nostri dolori; e noi lo giudicavamo castigato, percosso da Dio e umiliato. Egli è stato trafitto per le nostre colpe, schiacciato per le nostre iniquità. Il castigo che ci dà salvezza si è abbattuto su di lui; per le sue piaghe noi siamo stati guariti. Noi tutti eravamo sperduti come un gregge, ognuno di noi seguiva la sua strada; il Signore fece ricadere su di lui l’iniquità di noi tutti. Maltrattato, si lasciò umiliare e non aprì la sua bocca; era come agnello condotto al macello, come pecora muta di fronte ai suoi tosatori, e non aprì la sua bocca. Con oppressione e ingiusta sentenza fu tolto di mezzo; chi si affligge per la sua posterità? Sì, fu eliminato dalla terra dei viventi, per la colpa del mio popolo fu percosso a morte. Gli si diede sepoltura con gli empi, con il ricco fu il suo tumulo, sebbene non avesse commesso violenza né vi fosse inganno nella sua bocca. Ma al Signore è piaciuto prostrarlo con dolori. Quando offrirà se stesso in sacrificio di riparazione, vedrà una discendenza, vivrà a lungo, si compirà per mezzo suo la volontà del Signore.",165
"Dopo il suo intimo tormento vedrà la luce e si sazierà della sua conoscenza; il giusto mio servo giustificherà molti, egli si addosserà le loro iniquità. Perciò io gli darò in premio le moltitudini, dei potenti egli farà bottino, perché ha spogliato se stesso fino alla morte ed è stato annoverato fra gli empi, mentre egli portava il peccato di molti e intercedeva per i colpevoli. Parola di Dio.",166
"Padre, nelle tue mani consegno il mio spirito. In te, Signore, mi sono rifugiato, mai sarò deluso; difendimi per la tua giustizia. Alle tue mani affido il mio spirito; tu mi hai riscattato, Signore, Dio fedele. Sono il rifiuto dei miei nemici e persino dei miei vicini, il terrore dei miei conoscenti; chi mi vede per strada mi sfugge. Sono come un morto, lontano dal cuore; sono come un coccio da gettare. Ma io confido in te, Signore; dico: «Tu sei il mio Dio, i miei giorni sono nelle tue mani». Liberami dalla mano dei miei nemici e dai miei persecutori. Sul tuo servo fa’ splendere il tuo volto, salvami per la tua misericordia. Siate forti, rendete saldo il vostro cuore, voi tutti che sperate nel Signore. SALMO RESPONSORIALE Dal Salmo 30 (31)",167
"SECONDA LETTURA Cristo imparò l’obbedienza e divenne causa di salvezza per tutti coloro che gli obbediscono. Dalla lettera agli Ebrei 4, 14-16; 5, 7-9 ratelli, poiché abbiamo un sommo sacerdote grande, che è passato attraverso i cieli, Gesù il Figlio di Dio, manteniamo ferma la professione della fede. Infatti non abbiamo un sommo sacerdote che non sappia prendere parte alle nostre debolezze: egli stesso è stato messo alla prova in ogni cosa come noi, escluso il peccato. Accostiamoci dunque con piena fiducia al trono della grazia per ricevere misericordia e trovare grazia, così da essere aiutati al momento opportuno. [Cristo, infatti,] nei giorni della sua vita terrena, offrì preghiere e suppliche, con forti grida e lacrime, a Dio che poteva salvarlo da morte e, per il suo pieno abbandono a lui, venne esaudito. Pur essendo Figlio, imparò l’obbedienza da ciò che patì e, reso perfetto, divenne causa di salvezza eterna per tutti coloro che gli obbediscono. Parola di Dio. F",168
"Gloria e lode a te, Cristo Signore! Per noi Cristo si è fatto obbediente fino alla morte e a una morte di croce. Per questo Dio lo esaltò e gli donò il nome che è al di sopra di ogni nome. Gloria e lode a te, Cristo Signore! Catturarono Gesù e lo legarono n quel tempo, Gesù uscì con i suoi discepoli al di là del torrente Cèdron, dove c’era un giardino, nel quale entrò con i suoi discepoli. Anche Giuda, il traditore, conosceva quel luogo, perché Gesù spesso si era trovato là con i suoi discepoli. Giuda dunque vi andò, dopo aver preso un gruppo di soldati e alcune guardie fornite dai capi dei sacerdoti e dai farisei, con lanterne, fiaccole e armi. Gesù allora, sapendo tutto quello che doveva accadergli, si fece innanzi e disse loro: «Chi cercate?». Gli risposero: «Gesù, il Nazareno». Disse loro Gesù: «Sono io!». Vi era con loro anche GiuPassione di nostro Signore Gesù Cristo secondo Giovanni 18, 1 – 19, 42 VANGELO Passione del Signore. CANTO AL VANGELO Cf. Fil 2, 8-9 I",171
"da, il traditore. Appena disse loro «Sono io», indietreggiarono e caddero a terra. Domandò loro di nuovo: «Chi cercate?». Risposero: «Gesù, il Nazareno». Gesù replicò: «Vi ho detto: sono io. Se dunque cercate me, lasciate che questi se ne vadano», perché si compisse la parola che egli aveva detto: «Non ho perduto nessuno di quelli che mi hai dato». Allora Simon Pietro, che aveva una spada, la trasse fuori, colpì il servo del sommo sacerdote e gli tagliò l’orecchio destro. Quel servo si chiamava Malco. Gesù allora disse a Pietro: «Rimetti la spada nel fodero: il calice che il Padre mi ha dato, non dovrò berlo?». Lo condussero prima da Anna Allora i soldati, con il comandante e le guardie dei Giudei, catturarono Gesù, lo legarono e lo condussero prima da Anna: egli infatti era suocero di Caifa, che era sommo sacerdote quell’anno. Caifa era quello che aveva consigliato ai Giudei: «È conveniente che un solo uomo muoia per il popolo». Intanto Simon Pietro seguiva Gesù insieme a un altro discepolo. Questo discepolo era conosciuto dal sommo sacerdote ed entrò con Gesù nel cortile del sommo sacerdote. Pietro invece si fermò fuori, vicino alla porta. Allora quell’altro discepolo, noto al sommo sacerdote, tornò fuori, parlò alla portinaia e fece entrare Pietro. E la giovane portinaia disse a Pietro: «Non sei anche tu uno dei discepoli di quest’uomo?». Egli rispose: «Non lo sono». Intanto i servi e le guardie avevano acceso un fuoco, perché faceva freddo, e si scaldavano; anche Pietro stava con loro e si scaldava. Il sommo sacerdote, dunque, interrogò Gesù riguardo ai suoi discepoli e al suo insegnamento. Gesù gli rispose: «Io ho par-",172
"lato al mondo apertamente; ho sempre insegnato nella sinagoga e nel tempio, dove tutti i Giudei si riuniscono, e non ho mai detto nulla di nascosto. Perché interroghi me? Interroga quelli che hanno udito ciò che ho detto loro; ecco, essi sanno che cosa ho detto». Appena detto questo, una delle guardie presenti diede uno schiaffo a Gesù, dicendo: «Così rispondi al sommo sacerdote?». Gli rispose Gesù: «Se ho parlato male, dimostrami dov’è il male. Ma se ho parlato bene, perché mi percuoti?». Allora Anna lo mandò, con le mani legate, a Caifa, il sommo sacerdote. Non sei anche tu uno dei suoi discepoli? Non lo sono! Intanto Simon Pietro stava lì a scaldarsi. Gli dissero: «Non sei anche tu uno dei suoi discepoli?». Egli lo negò e disse: «Non lo sono». Ma uno dei servi del sommo sacerdote, parente di quello a cui Pietro aveva tagliato l’orecchio, disse: «Non ti ho forse visto con lui nel giardino?». Pietro negò di nuovo, e subito un gallo cantò. Il mio regno non è di questo mondo Condussero poi Gesù dalla casa di Caifa nel pretorio. Era l’alba ed essi non vollero entrare nel pretorio, per non contaminarsi e poter mangiare la Pasqua. Pilato dunque uscì verso di loro e domandò: «Che accusa portate contro quest’uomo?». Gli risposero: «Se costui non fosse un malfattore, non te l’avremmo consegnato». Allora Pilato disse loro: «Prendetelo voi e giudicatelo secondo la vostra Legge!». Gli risposero i Giudei: «A noi non è consentito mettere a morte nessuno». Così si compivano le parole che Gesù aveva detto, indicando di quale morte doveva morire.",173
"Pilato allora rientrò nel pretorio, fece chiamare Gesù e gli disse: «Sei tu il re dei Giudei?». Gesù rispose: «Dici questo da te, oppure altri ti hanno parlato di me?». Pilato disse: «Sono forse io Giudeo? La tua gente e i capi dei sacerdoti ti hanno consegnato a me. Che cosa hai fatto?». Rispose Gesù: «Il mio regno non è di questo mondo; se il mio regno fosse di questo mondo, i miei servitori avrebbero combattuto perché non fossi consegnato ai Giudei; ma il mio regno non è di quaggiù». Allora Pilato gli disse: «Dunque tu sei re?». Rispose Gesù: «Tu lo dici: io sono re. Per questo io sono nato e per questo sono venuto nel mondo: per dare testimonianza alla verità. Chiunque è dalla verità, ascolta la mia voce». Gli dice Pilato: «Che cos’è la verità?». E, detto questo, uscì di nuovo verso i Giudei e disse loro: «Io non trovo in lui colpa alcuna. Vi è tra voi l’usanza che, in occasione della Pasqua, io rimetta uno in libertà per voi: volete dunque che io rimetta in libertà per voi il re dei Giudei?». Allora essi gridarono di nuovo: «Non costui, ma Barabba!». Barabba era un brigante. Salve, re dei Giudei! Allora Pilato fece prendere Gesù e lo fece flagellare. E i soldati, intrecciata una corona di spine, gliela posero sul capo e gli misero addosso un mantello di porpora. Poi gli si avvicinavano e dicevano: «Salve, re dei Giudei!». E gli davano schiaffi. Pilato uscì fuori di nuovo e disse loro: «Ecco, io ve lo conduco fuori, perché sappiate che non trovo in lui colpa alcuna». Allora Gesù uscì, portando la corona di spine e il mantello di porpora. E Pilato disse loro: «Ecco l’uomo!».",174
"Come lo videro, i capi dei sacerdoti e le guardie gridarono: «Crocifiggilo! Crocifiggilo!». Disse loro Pilato: «Prendetelo voi e crocifiggetelo; io in lui non trovo colpa». Gli risposero i Giudei: «Noi abbiamo una Legge e secondo la Legge deve morire, perché si è fatto Figlio di Dio». All’udire queste parole, Pilato ebbe ancor più paura. Entrò di nuovo nel pretorio e disse a Gesù: «Di dove sei tu?». Ma Gesù non gli diede risposta. Gli disse allora Pilato: «Non mi parli? Non sai che ho il potere di metterti in libertà e il potere di metterti in croce?». Gli rispose Gesù: «Tu non avresti alcun potere su di me, se ciò non ti fosse stato dato dall’alto. Per questo chi mi ha consegnato a te ha un peccato più grande». Via! Via! Crocifiggilo! Da quel momento Pilato cercava di metterlo in libertà. Ma i Giudei gridarono: «Se liberi costui, non sei amico di Cesare! Chiunque si fa re si mette contro Cesare». Udite queste parole, Pilato fece condurre fuori Gesù e sedette in tribunale, nel luogo chiamato Litòstroto, in ebraico Gabbatà. Era la Parascève della Pasqua, verso mezzogiorno. Pilato disse ai Giudei: «Ecco il vostro re!». Ma quelli gridarono: «Via! Via! Crocifiggilo!». Disse loro Pilato: «Metterò in croce il vostro re?». Risposero i capi dei sacerdoti: «Non abbiamo altro re che Cesare». Allora lo consegnò loro perché fosse crocifisso. Lo crocifissero e con lui altri due Essi presero Gesù ed egli, portando la croce, si avviò verso il luogo detto del Cranio, in ebraico Gòlgota, dove lo crocifissero e con lui altri due, uno da una parte e uno dall’altra, e Gesù in mezzo. Pilato compose anche l’iscrizione e la fece porre",175
"sulla croce; vi era scritto: «Gesù il Nazareno, il re dei Giudei». Molti Giudei lessero questa iscrizione, perché il luogo dove Gesù fu crocifisso era vicino alla città; era scritta in ebraico, in latino e in greco. I capi dei sacerdoti dei Giudei dissero allora a Pilato: «Non scrivere: “Il re dei Giudei”, ma: “Costui ha detto: Io sono il re dei Giudei”». Rispose Pilato: «Quel che ho scritto, ho scritto». Si sono divisi tra loro le mie vesti I soldati poi, quando ebbero crocifisso Gesù, presero le sue vesti, ne fecero quattro parti – una per ciascun soldato –, e la tunica. Ma quella tunica era senza cuciture, tessuta tutta d’un pezzo da cima a fondo. Perciò dissero tra loro: «Non stracciamola, ma tiriamo a sorte a chi tocca». Così si compiva la Scrittura, che dice: «Si sono divisi tra loro le mie vesti e sulla mia tunica hanno gettato la sorte». E i soldati fecero così. Ecco tuo figlio! Ecco tua madre! Stavano presso la croce di Gesù sua madre, la sorella di sua madre, Maria madre di Clèopa e Maria di Màgdala. Gesù allora, vedendo la madre e accanto a lei il discepolo che egli amava, disse alla madre: «Donna, ecco tuo figlio!». Poi disse al discepolo: «Ecco tua madre!». E da quell’ora il discepolo l’accolse con sé. Dopo questo, Gesù, sapendo che ormai tutto era compiuto, affinché si compisse la Scrittura, disse: «Ho sete». Vi era lì un vaso pieno di aceto; posero perciò una spugna, imbevuta di aceto, in cima a una canna e gliela accostarono alla bocca. Dopo aver preso l’aceto, Gesù disse: «È compiuto!». E, chinato il capo, consegnò lo spirito. Qui ci si genuflette e si fa una breve pausa.",176
"E subito ne uscì sangue e acqua Era il giorno della Parascève e i Giudei, perché i corpi non rimanessero sulla croce durante il sabato – era infatti un giorno solenne quel sabato –, chiesero a Pilato che fossero spezzate loro le gambe e fossero portati via. Vennero dunque i soldati e spezzarono le gambe all’uno e all’altro che erano stati crocifissi insieme con lui. Venuti però da Gesù, vedendo che era già morto, non gli spezzarono le gambe, ma uno dei soldati con una lancia gli colpì il fianco, e subito ne uscì sangue e acqua. Chi ha visto ne dà testimonianza e la sua testimonianza è vera; egli sa che dice il vero, perché anche voi crediate. Questo infatti avvenne perché si compisse la Scrittura: «Non gli sarà spezzato alcun osso». E un altro passo della Scrittura dice ancora: «Volgeranno lo sguardo a colui che hanno trafitto». Presero il corpo di Gesù e lo avvolsero con teli insieme ad aromi Dopo questi fatti Giuseppe di Arimatèa, che era discepolo di Gesù, ma di nascosto, per timore dei Giudei, chiese a Pilato di prendere il corpo di Gesù. Pilato lo concesse. Allora egli andò e prese il corpo di Gesù. Vi andò anche Nicodèmo – quello che in precedenza era andato da lui di notte – e portò circa trenta chili di una mistura di mirra e di áloe. Essi presero allora il corpo di Gesù e lo avvolsero con teli, insieme ad aromi, come usano fare i Giudei per preparare la sepoltura. Ora, nel luogo dove era stato crocifisso, vi era un giardino e nel giardino un sepolcro nuovo, nel quale nessuno era stato ancora posto. Là dunque, poiché era il giorno della Parascève dei Giudei e dato che il sepolcro era vicino, posero Gesù. Parola del Signore.",177
"In principio Dio creò il cielo e la terra. La terra era informe e deserta e le tenebre ricoprivano l’abisso e lo spirito di Dio aleggiava sulle acque. Dio disse: «Sia la luce!». E la luce fu. Dio vide che la luce era cosa buona e Dio separò la luce dalle tenebre. Dio chiamò la luce giorno, mentre chiamò le tenebre notte. E fu sera e fu mattina: giorno primo. Dio disse: «Sia un firmamento in mezzo alle acque per separare le acque dalle acque». Dio fece il firmamento e separò le acque che sono sotto il firmamento dalle acque che sono sopra il firmamento. E così avvenne. Dio chiamò il firmamento cielo. E fu sera e fu mattina: secondo giorno. Dio disse: «Le acque che sono sotto il cielo si raccolgano in un unico luogo e appaia l’asciutto». E così avvenne. Dio PRIMA LETTURA Dio vide quanto aveva fatto, ed ecco, era cosa molto buona. Dal libro della Gènesi 1, 1 – 2, 2 DOMENICA DI PASQUA «RISURREZIONE DEL SIGNORE» Veglia pasquale nella Notte Santa Nella Veglia pasquale vengono proposte nove letture, sette dall’Antico Testamento e due dal Nuovo. Quando le circostanze lo richiedono, per motivi pastorali, il numero delle letture può essere ridotto: tre letture dall’Antico Testamento, e in casi più urgenti soltanto due prima dell’epistola e del Vangelo; non dovrà mai essere tralasciata la lettura dell’Esodo sul passaggio del Mar Rosso (terza lettura).",178
"chiamò l’asciutto terra, mentre chiamò la massa delle acque mare. Dio vide che era cosa buona. Dio disse: «La terra produca germogli, erbe che producono seme e alberi da frutto, che fanno sulla terra frutto con il seme, ciascuno secondo la propria specie». E così avvenne. E la terra produsse germogli, erbe che producono seme, ciascuna secondo la propria specie, e alberi che fanno ciascuno frutto con il seme, secondo la propria specie. Dio vide che era cosa buona. E fu sera e fu mattina: terzo giorno. Dio disse: «Ci siano fonti di luce nel firmamento del cielo, per separare il giorno dalla notte; siano segni per le feste, per i giorni e per gli anni e siano fonti di luce nel firmamento del cielo per illuminare la terra». E così avvenne. E Dio fece le due fonti di luce grandi: la fonte di luce maggiore per governare il giorno e la fonte di luce minore per governare la notte, e le stelle. Dio le pose nel firmamento del cielo per illuminare la terra e per governare il giorno e la notte e per separare la luce dalle tenebre. Dio vide che era cosa buona. E fu sera e fu mattina: quarto giorno. Dio disse: «Le acque brùlichino di esseri viventi e uccelli volino sopra la terra, davanti al firmamento del cielo». Dio creò i grandi mostri marini e tutti gli esseri viventi che guizzano e brùlicano nelle acque, secondo la loro specie, e tutti gli uccelli alati, secondo la loro specie. Dio vide che era cosa buona. Dio li benedisse: «Siate fecondi e moltiplicatevi e riempite le acque dei mari; gli uccelli si moltìplichino sulla terra». E fu sera e fu mattina: quinto giorno. Dio disse: «La terra produca esseri viventi secondo la loro specie: bestiame, rettili e animali selvatici, secondo la loro specie». E così avvenne. Dio fece gli animali selvatici, secon-",179
"do la loro specie, il bestiame, secondo la propria specie, e tutti i rettili del suolo, secondo la loro specie. Dio vide che era cosa buona. Dio disse: «Facciamo l’uomo a nostra immagine, secondo la nostra somiglianza: dòmini sui pesci del mare e sugli uccelli del cielo, sul bestiame, su tutti gli animali selvatici e su tutti i rettili che strisciano sulla terra». E Dio creò l’uomo a sua immagine; a immagine di Dio lo creò: maschio e femmina li creò. Dio li benedisse e Dio disse loro: «Siate fecondi e moltiplicatevi, riempite la terra e soggiogatela, dominate sui pesci del mare e sugli uccelli del cielo e su ogni essere vivente che striscia sulla terra». Dio disse: «Ecco, io vi do ogni erba che produce seme e che è su tutta la terra, e ogni albero fruttifero che produce seme: saranno il vostro cibo. A tutti gli animali selvatici, a tutti gli uccelli del cielo e a tutti gli esseri che strisciano sulla terra e nei quali è alito di vita, io do in cibo ogni erba verde». E così avvenne. Dio vide quanto aveva fatto, ed ecco, era cosa molto buona. E fu sera e fu mattina: sesto giorno. Così furono portati a compimento il cielo e la terra e tutte le loro schiere. Dio, nel settimo giorno, portò a compimento il lavoro che aveva fatto e cessò nel settimo giorno da ogni suo lavoro che aveva fatto. Parola di Dio.",180
"In principio Dio creò il cielo e la terra. Dio disse: «Facciamo l’uomo a nostra immagine, secondo la nostra somiglianza: dòmini sui pesci del mare e sugli uccelli del cielo, sul bestiame, su tutti gli animali selvatici e su tutti i rettili che strisciano sulla terra». E Dio creò l’uomo a sua immagine; a immagine di Dio lo creò: maschio e femmina li creò. Dio li benedisse e Dio disse loro: «Siate fecondi e moltiplicatevi, riempite la terra e soggiogatela, dominate sui pesci del mare e sugli uccelli del cielo e su ogni essere vivente che striscia sulla terra». Dio disse: «Ecco, io vi do ogni erba che produce seme e che è su tutta la terra, e ogni albero fruttifero che produce seme: saranno il vostro cibo. A tutti gli animali selvatici, a tutti gli uccelli del cielo e a tutti gli esseri che strisciano sulla terra e nei quali è alito di vita, io do in cibo ogni erba verde». E così avvenne. Dio vide quanto aveva fatto, ed ecco, era cosa molto buona. Parola di Dio. Forma breve: Dio vide quanto aveva fatto, ed ecco, era cosa molto buona. Dal libro della Gènesi 1, 1.26-31",181
"Manda il tuo Spirito, Signore, a rinnovare la terra. Benedici il Signore, anima mia! Sei tanto grande, Signore, mio Dio! Sei rivestito di maestà e di splendore, avvolto di luce come di un manto. Egli fondò la terra sulle sue basi: non potrà mai vacillare. Tu l’hai coperta con l’oceano come una veste; al di sopra dei monti stavano le acque. Tu mandi nelle valli acque sorgive perché scorrano tra i monti. In alto abitano gli uccelli del cielo e cantano tra le fronde. Dalle tue dimore tu irrighi i monti, e con il frutto delle tue opere si sazia la terra. Tu fai crescere l’erba per il bestiame e le piante che l’uomo coltiva per trarre cibo dalla terra. Quante sono le tue opere, Signore! Le hai fatte tutte con saggezza; la terra è piena delle tue creature. Benedici il Signore, anima mia. SALMO RESPONSORIALE Dal Salmo 103 (104)",182
