testo,pagina
"In quella notte io passerò per la terra d’Egitto e colpirò ogni Parola di Dio. SALMO RESPONSORIALE Il tuo calice, Signore, è dono di salvezza. Che cosa renderò al Signore, Agli occhi del Signore è preziosa A te offrirò un sacrificio di ringraziamento",158
"SECONDA LETTURA Dalla prima lettera di san Paolo apostolo ai Corìnzi 11, 23-26 Fratelli, io ho ricevuto dal Signore quello che a mia Allo stesso modo, dopo aver cenato, prese anche il calice, diOgni volta infatti che mangiate questo pane e bevete al caliParola di Dio. CANTO AL VANGELO Gloria e lode e onore a te, Cristo Signore! Vi do un comandamento nuovo, dice il Signore: Gloria e lode e onore a te, Cristo Signore!",161
"VANGELO Dal Vangelo secondo Giovanni 13, 1-15 Prima della festa di Pasqua, Gesù, sapendo che Durante la cena, quando il diavolo aveva già Venne dunque da Simon Pietro e questi gli disse: «Signore, tu",162
"Quando ebbe lavato loro i piedi, riprese le sue vesti, sedette Parola del Signore.",163
"VENERDÌ SANTO PRIMA LETTURA Dal libro del profeta Isaìa 52, 13 – 53, 12 Ecco, il mio servo avrà successo, È cresciuto come un virgulto davanti a lui",164
"Eppure egli si è caricato delle nostre sofferenze, Noi tutti eravamo sperduti come un gregge, Con oppressione e ingiusta sentenza fu tolto di mezzo; Ma al Signore è piaciuto prostrarlo con dolori.",165
"Dopo il suo intimo tormento vedrà la luce Perciò io gli darò in premio le moltitudini, Parola di Dio.",166
"SALMO RESPONSORIALE Padre, nelle tue mani consegno il mio spirito. In te, Signore, mi sono rifugiato, Sono il rifiuto dei miei nemici Ma io confido in te, Signore; Sul tuo servo fa’ splendere il tuo volto,",167
"SECONDA LETTURA Dalla lettera agli Ebrei 4, 14-16; 5, 7-9 Fratelli, poiché abbiamo un sommo sacerdote grande, Accostiamoci dunque con piena fiducia al trono della grazia [Cristo, infatti,] nei giorni della sua vita terrena, offrì preParola di Dio.",168
"CANTO AL VANGELO Gloria e lode a te, Cristo Signore! Per noi Cristo si è fatto obbediente fino alla morte Gloria e lode a te, Cristo Signore! VANGELO Passione del Signore. Passione di nostro Signore Gesù Cristo 18, 1 – 19, 42 I Catturarono Gesù e lo legarono",171
"da, il traditore. Appena disse loro «Sono io», indietreggiaroLo condussero prima da Anna Intanto Simon Pietro seguiva Gesù insieme a un altro disceIl sommo sacerdote, dunque, interrogò Gesù riguardo ai suoi",172
lato al mondo apertamente; ho sempre insegnato nella sinaNon sei anche tu uno dei suoi discepoli? Non lo sono! Il mio regno non è di questo mondo,173
"Pilato allora rientrò nel pretorio, fece chiamare Gesù e gli E, detto questo, uscì di nuovo verso i Giudei e disse loro: «Io Salve, re dei Giudei! Pilato uscì fuori di nuovo e disse loro: «Ecco, io ve lo condu-",174
"Come lo videro, i capi dei sacerdoti e le guardie gridarono: All’udire queste parole, Pilato ebbe ancor più paura. Entrò di Via! Via! Crocifiggilo! Lo crocifissero e con lui altri due",175
"sulla croce; vi era scritto: «Gesù il Nazareno, il re dei GiuSi sono divisi tra loro le mie vesti Ecco tuo figlio! Ecco tua madre! Qui ci si genuflette e si fa una breve pausa.",176
E subito ne uscì sangue e acqua Presero il corpo di Gesù e lo avvolsero con teli insieme ad aromi Parola del Signore.,177
"DOMENICA DI PASQUA Veglia pasquale Nella Veglia pasquale vengono proposte nove letture, sette dall’Antico PRIMA LETTURA Dio vide quanto aveva fatto, Dal libro della Gènesi 1, 1 – 2, 2 In principio Dio creò il cielo e la terra. La terra era Dio disse: «Sia la luce!». E la luce fu. Dio vide che la luce era Dio disse: «Sia un firmamento in mezzo alle acque per sepaDio disse: «Le acque che sono sotto il cielo si raccolgano in",178
"chiamò l’asciutto terra, mentre chiamò la massa delle acque Dio disse: «Ci siano fonti di luce nel firmamento del cielo, Dio disse: «Le acque brùlichino di esseri viventi e uccelli voDio disse: «La terra produca esseri viventi secondo la loro",179
"do la loro specie, il bestiame, secondo la propria specie, e Dio disse: «Facciamo l’uomo a nostra immagine, secondo la E Dio creò l’uomo a sua immagine; Dio li benedisse e Dio disse loro: Dio disse: «Ecco, io vi do ogni erba che produce seme e che è Così furono portati a compimento il cielo e la terra e tutte le Parola di Dio.",180
"Forma breve: Dio vide quanto aveva fatto, Dal libro della Gènesi 1, 1.26-31 In principio Dio creò il cielo e la terra. Dio disse: «Facciamo l’uomo a nostra immagine, seE Dio creò l’uomo a sua immagine; Dio li benedisse e Dio disse loro: Dio disse: «Ecco, io vi do ogni erba che produce seme e che è Parola di Dio.",181
"SALMO RESPONSORIALE Manda il tuo Spirito, Signore, a rinnovare la terra. Benedici il Signore, anima mia! Egli fondò la terra sulle sue basi: Tu mandi nelle valli acque sorgive Dalle tue dimore tu irrighi i monti, Quante sono le tue opere, Signore!",182
"Oppure: Dell’amore del Signore è piena la terra. Retta è la parola del Signore Dalla parola del Signore furono fatti i cieli, Beata la nazione che ha il Signore come Dio, L’anima nostra attende il Signore:",183
"SECONDA LETTURA Dal libro della Gènesi 22, 1-8 In quei giorni, Dio mise alla prova Abramo e gli disse: Abramo si alzò di buon mattino, sellò l’asino, prese con sé Isacco si rivolse al padre Abramo e disse: «Padre mio!». Ri-",184
"Ma l’angelo del Signore lo chiamò dal cielo e gli disse: «AbraAllora Abramo alzò gli occhi e vide un ariete, impigliato con Abramo chiamò quel luogo «Il Signore vede»; perciò oggi si L’angelo del Signore chiamò dal cielo Abramo per la seconda Parola di Dio.",185
"Forma breve: Dal libro della Gènesi 22, 1-2.9a.10-13.15-18 In quei giorni, Dio mise alla prova Abramo e gli disse: Così arrivarono al luogo che Dio gli aveva indicato; qui AbraAllora Abramo alzò gli occhi e vide un ariete, impigliato con L’angelo del Signore chiamò dal cielo Abramo per la seconda",186
"scendenza tutte le nazioni della terra, perché tu hai obbedito Parola di Dio. SALMO RESPONSORIALE Proteggimi, o Dio: in te mi rifugio. Il Signore è mia parte di eredità e mio calice: Per questo gioisce il mio cuore Mi indicherai il sentiero della vita,",187
"TERZA LETTURA Dal libro dell’Èsodo 14, 15 – 15, 1 In quei giorni, il Signore disse a Mosè: «Perché gridi L’angelo di Dio, che precedeva l’accampamento d’Israele, camAllora Mosè stese la mano sul mare. E il Signore durante tutta",188
"Ma alla veglia del mattino il Signore, dalla colonna di fuoco e Il Signore disse a Mosè: «Stendi la mano sul mare: le acque si In quel giorno il Signore salvò Israele dalla mano degli EgiAllora Mosè e gli Israeliti cantarono questo canto al Signore e",189
"SALMO RESPONSORIALE Cantiamo al Signore: stupenda è la sua vittoria. «Voglio cantare al Signore, Il Signore è un guerriero, Gli abissi li ricoprirono, Tu lo fai entrare e lo pianti",190
"Signore, hanno fondato. QUARTA LETTURA Dal libro del profeta Isaìa 54, 5-14 Tuo sposo è il tuo creatore, Come una donna abbandonata Ora è per me come ai giorni di Noè,",191
"e di non più minacciarti. Afflitta, percossa dal turbine, sconsolata, Tutti i tuoi figli saranno discepoli del Signore, Parola di Dio.",192
"SALMO RESPONSORIALE Ti esalterò, Signore, perché mi hai risollevato. Ti esalterò, Signore, perché mi hai risollevato, Cantate inni al Signore, o suoi fedeli, Ascolta, Signore, abbi pietà di me,",193
"QUINTA LETTURA Dal libro del profeta Isaìa 55, 1-11 Così dice il Signore: «O voi tutti assetati, venite all’acqua, Porgete l’orecchio e venite a me, Ecco, tu chiamerai gente che non conoscevi; Cercate il Signore, mentre si fa trovare,",194
"ritorni al Signore che avrà misericordia di lui Perché i miei pensieri non sono i vostri pensieri, Come infatti la pioggia e la neve scendono dal cielo Parola di Dio.",195
"SALMO RESPONSORIALE Attingeremo con gioia alle sorgenti della salvezza. Ecco, Dio è la mia salvezza; Attingerete acqua con gioia Cantate inni al Signore, perché ha fatto cose eccelse,",196
"SESTA LETTURA Dal libro del profeta Baruc 3, 9-15.32 – 4, 4 Ascolta, Israele, i comandamenti della vita, Impara dov’è la prudenza, Ma colui che sa tutto, la conosce",197
"Egli è il nostro Dio, Ritorna, Giacobbe, e accoglila, Beati siamo noi, o Israele, Parola di Dio.",198
"SALMO RESPONSORIALE Signore, tu hai parole di vita eterna. La legge del Signore è perfetta, I precetti del Signore sono retti, Il timore del Signore è puro, Più preziosi dell’oro,",199
"SETTIMA LETTURA Dal libro del profeta Ezechièle 36, 16-17a.18-28 Mi fu rivolta questa parola del Signore: «Figlio dell’uomo, la casa d’Israele, quando abitava Giunsero fra le nazioni dove erano stati spinti e profanarono Perciò annuncia alla casa d’Israele: “Così dice il Signore Dio:",200
"Vi prenderò dalle nazioni, vi radunerò da ogni terra e vi conPorrò il mio spirito dentro di voi e vi farò vivere secondo le Parola di Dio.",201
"SALMO RESPONSORIALE Come la cerva anela ai corsi d’acqua, L’anima mia ha sete di Dio, Avanzavo tra la folla, Manda la tua luce e la tua verità: Verrò all’altare di Dio,",202
"Oppure (quando si celebra il Battesimo): Attingeremo con gioia alle sorgenti della salvezza. Ecco, Dio è la mia salvezza; Attingerete acqua con gioia Cantate inni al Signore, perché ha fatto cose eccelse,",203
"Oppure: Crea in me, o Dio, un cuore puro. Crea in me, o Dio, un cuore puro, Rendimi la gioia della tua salvezza, Tu non gradisci il sacrificio; Segue l’orazione. Quindi il celebrante intona l’inno",204
"EPISTOLA Dalla lettera di san Paolo apostolo ai Romani 6, 3-11 Fratelli, non sapete che quanti siamo stati battezzati in Per mezzo del battesimo dunque siamo stati sepolti Lo sappiamo: l’uomo vecchio che è in noi è stato crocifisso Ma se siamo morti con Cristo, crediamo che anche vivremo Parola di Dio.",205
"SALMO RESPONSORIALE Alleluia, alleluia, alleluia. Rendete grazie al Signore perché è buono, La destra del Signore si è innalzata, La pietra scartata dai costruttori",206
"VANGELO Perché cercate tra i morti colui che è vivo? Dal Vangelo secondo Luca 24, 1-12 Il primo giorno della settimana, al mattino preMentre si domandavano che senso avesse tutto questo, ecco Ed esse si ricordarono delle sue parole e, tornate dal sepolQuelle parole parvero a loro come un vaneggiamento e non Parola del Signore.",209
TEMPO,211
"DOMENICA DI PASQUA Alla Messa del giorno PRIMA LETTURA Dagli Atti degli Apostoli 10, 34a.37-43 In quei giorni, Pietro prese la parola e disse: «Voi saE noi siamo testimoni di tutte le cose da lui compiute nella E ci ha ordinato di annunciare al popolo e di testimoniare che Parola di Dio.",213
"SALMO RESPONSORIALE Questo è il giorno che ha fatto il Signore: Oppure: Alleluia, alleluia, alleluia. Rendete grazie al Signore perché è buono, La destra del Signore si è innalzata, La pietra scartata dai costruttori",214
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Colossési 3, 1-4 Fratelli, se siete risorti con Cristo, cercate le cose di Voi infatti siete morti e la vostra vita è nascosta con Cristo in Parola di Dio. Oppure: Dalla prima lettera di san Paolo apostolo ai Corìnzi 5, 6-8 Fratelli, non sapete che un po’ di lievito fa fermentare E infatti Cristo, nostra Pasqua, è stato immolato! Celebriamo dunque la festa non con il lievito vecchio, né con Parola di Dio.",215
"SEQUENZA Solo oggi è obbligatoria; nei giorni fra l’ottava è facoltativa. Víctimae pascháli laudes Alla vittima pasquale, Mors et vita Morte e Vita si sono affrontate Dic nobis, María, «Raccontaci, Maria: Scimus Christum Sì, ne siamo certi:",216
"CANTO AL VANGELO Alleluia, alleluia. Cristo, nostra Pasqua, è stato immolato: Alleluia. VANGELO Egli doveva risuscitare dai morti. Dal Vangelo secondo Giovanni 20, 1-9 Il primo giorno della settimana, Maria di MàgdaCorse allora e andò da Simon Pietro e dall’altro Pietro allora uscì insieme all’altro discepolo e si recarono al",219
"Giunse intanto anche Simon Pietro, che lo seguiva, ed entrò Allora entrò anche l’altro discepolo, che era giunto per primo Parola del Signore. Al posto di questo Vangelo si può utilizzare quello proclamato nella Veglia",220
"Dove si celebra la Messa vespertina si può anche proclamare il seguente Resta con noi perché si fa sera. Dal Vangelo secondo Luca 24, 13-35 Ed ecco, in quello stesso giorno, [il primo della Ed egli disse loro: «Che cosa sono questi discorsi che state",221
"no recate al mattino alla tomba e, non avendo trovato il suo Disse loro: «Stolti e lenti di cuore a credere in tutto ciò che Quando furono vicini al villaggio dove erano diretti, egli fece Quando fu a tavola con loro, prese il pane, recitò la benediPartirono senza indugio e fecero ritorno a Gerusalemme, dove Parola del Signore.",222
"II DOMENICA PRIMA LETTURA Dagli Atti degli Apostoli 5, 12-16 Molti segni e prodigi avvenivano fra il popolo per opeSempre più, però, venivano aggiunti credenti al Signore, una Anche la folla delle città vicine a Gerusalemme accorreva, Parola di Dio.",225
"SALMO RESPONSORIALE Rendete grazie al Signore perché è buono: Oppure: Alleluia, alleluia, alleluia. Dica Israele: La pietra scartata dai costruttori Ti preghiamo, Signore: Dona la salvezza!",226
"SECONDA LETTURA Dalla libro dell’Apocalisse di san Giovanni apostolo 1, 9-11a.12-13.17-19 Io, Giovanni, vostro fratello e compagno nella tribolaFui preso dallo Spirito nel giorno del Signore e udii dietro di Mi voltai per vedere la voce che parlava con me, e appena volAppena lo vidi, caddi ai suoi piedi come morto. Ma egli, poParola di Dio. SEQUENZA Facoltativa: vedi pag. 188.",227
"CANTO AL VANGELO Alleluia, alleluia. Perché mi hai veduto, Tommaso, tu hai creduto; Alleluia. VANGELO Otto giorni dopo venne Gesù. Dal Vangelo secondo Giovanni 20, 19-31 La sera di quel giorno, il primo della settimana, Gesù disse loro di nuovo: «Pace a voi! Come il Padre ha manTommaso, uno dei Dodici, chiamato Dìdimo, non era con loro",228
"visto il Signore!». Ma egli disse loro: «Se non vedo nelle sue Otto giorni dopo i discepoli erano di nuovo in casa e c’era con Gesù, in presenza dei suoi discepoli, fece molti altri segni Parola del Signore.",231
"III DOMENICA PRIMA LETTURA Dagli Atti degli Apostoli 5, 27b-32.40b-41 In quei giorni, il sommo sacerdote interrogò gli apoRispose allora Pietro insieme agli apostoli: «Bisogna obbediFecero flagellare [gli apostoli] e ordinarono loro di non parlaParola di Dio.",232
"SALMO RESPONSORIALE Ti esalterò, Signore, perché mi hai risollevato. Oppure: Alleluia, alleluia, alleluia. Ti esalterò, Signore, perché mi hai risollevato, Cantate inni al Signore, o suoi fedeli, Ascolta, Signore, abbi pietà di me,",233
"SECONDA LETTURA Dal libro dell’Apocalisse di san Giovanni apostolo 5, 11-14 Io, Giovanni, vidi, e udii voci di molti angeli attorno Tutte le creature nel cielo e sulla terra, sotto terra e nel maE i quattro esseri viventi dicevano: «Amen». E gli anziani si Parola di Dio.",234
"CANTO AL VANGELO Alleluia, alleluia. Cristo è risorto, lui che ha creato il mondo, Alleluia. VANGELO Viene Gesù, prende il pane e lo dà loro, Dal Vangelo secondo Giovanni 21, 1-19 In quel tempo, Gesù si manifestò di nuovo ai diQuando già era l’alba, Gesù stette sulla riva, ma i discepoli",237
"e troverete». La gettarono e non riuscivano più a tirarla su Appena scesi a terra, videro un fuoco di brace con del pesce Quand’ebbero mangiato, Gesù disse a Simon Pietro: «Simone,",238
"ma quando sarai vecchio tenderai le tue mani, e un altro ti Parola del Signore. Forma breve: Viene Gesù, prende il pane e lo dà loro, Dal Vangelo secondo Giovanni 21, 1-14 In quel tempo, Gesù si manifestò di nuovo ai diQuando già era l’alba, Gesù stette sulla riva, ma i discepoli",239
"e troverete». La gettarono e non riuscivano più a tirarla su Appena scesi a terra, videro un fuoco di brace con del pesce Parola del Signore.",240
"IV DOMENICA PRIMA LETTURA Dagli Atti degli Apostoli 13, 14.43-52 In quei giorni, Paolo e Bàrnaba, proseguendo da PerMolti Giudei e prosèliti credenti in Dio seguirono Paolo e BàrIl sabato seguente quasi tutta la città si radunò per ascoltare Nell’udire ciò, i pagani si rallegravano e glorificavano la paro-",241
"na credettero. La parola del Signore si diffondeva per tutta la Parola di Dio. SALMO RESPONSORIALE Noi siamo suo popolo, gregge che egli guida. Oppure: Alleluia, alleluia, alleluia. Acclamate il Signore, voi tutti della terra, Riconoscete che solo il Signore è Dio: Perché buono è il Signore,",242
"SECONDA LETTURA Dal libro dell’Apocalisse di san Giovanni apostolo 7, 9.14b-17 Io, Giovanni, vidi: ecco, una moltitudine immensa, E uno degli anziani disse: «Sono quelli che vengono dalla Non avranno più fame né avranno più sete, Parola di Dio.",243
"CANTO AL VANGELO Alleluia, alleluia. Io sono il buon pastore, dice il Signore, Alleluia. VANGELO Alle mie pecore io do la vita eterna. Dal Vangelo secondo Giovanni 10, 27-30 In quel tempo, Gesù disse: «Le mie pecore ascolIo do loro la vita eterna e non andranno perdute Il Padre mio, che me le ha date, è più grande di tutti e nessuParola del Signore.",244
"V DOMENICA PRIMA LETTURA Dagli Atti degli Apostoli 14, 21b-27 In quei giorni, Paolo e Bàrnaba ritornarono a Listra, Designarono quindi per loro in ogni Chiesa alcuni anziani e, Appena arrivati, riunirono la Chiesa e riferirono tutto quello Parola di Dio.",247
"SALMO RESPONSORIALE Benedirò il tuo nome per sempre, Signore. Oppure: Alleluia, alleluia, alleluia. Misericordioso e pietoso è il Signore, Ti lodino, Signore, tutte le tue opere Per far conoscere agli uomini le tue imprese",248
"SECONDA LETTURA Dal libro dell’Apocalisse di san Giovanni apostolo 21, 1-5a Io, Giovanni, vidi un cielo nuovo e una terra nuova: il E vidi anche la città santa, la Gerusalemme nuova, scendere Udii allora una voce potente, che veniva dal trono e diceva: E Colui che sedeva sul trono disse: «Ecco, io faccio nuove tutParola di Dio.",249
"CANTO AL VANGELO Alleluia, alleluia. Vi do un comandamento nuovo, dice il Signore: Alleluia. VANGELO Vi do un comandamento nuovo: Dal Vangelo secondo Giovanni 13, 31-33a.34-35 Quando Giuda fu uscito [dal cenacolo], Gesù Figlioli, ancora per poco sono con voi. Vi do un comandamenDa questo tutti sapranno che siete miei discepoli: se avete Parola del Signore.",250
"VI DOMENICA PRIMA LETTURA Dagli Atti degli Apostoli 15, 1-2.22-29 In quei giorni, alcuni, venuti dalla Giudea, insegnavaPoiché Paolo e Bàrnaba dissentivano e discutevano animataAgli apostoli e agli anziani, con tutta la Chiesa, parve bene",253
"sù Cristo. Abbiamo dunque mandato Giuda e Sila, che vi rifeParola di Dio. SALMO RESPONSORIALE Ti lodino i popoli, o Dio, ti lodino i popoli tutti. Oppure: Alleluia, alleluia, alleluia. Dio abbia pietà di noi e ci benedica, Gioiscano le nazioni e si rallegrino, Ti lodino i popoli, o Dio,",254
"SECONDA LETTURA Dal libro dell’Apocalisse di san Giovanni apostolo 21, 10-14.22-23 L’ angelo mi trasportò in spirito su di un monte grande È cinta da grandi e alte mura con dodici porte: sopra queste Le mura della città poggiano su dodici basamenti, sopra i In essa non vidi alcun tempio: Parola di Dio.",255
"CANTO AL VANGELO Alleluia, alleluia. Se uno mi ama, osserverà la mia parola, dice il Signore, Alleluia. VANGELO Lo Spirito Santo vi ricorderà Dal Vangelo secondo Giovanni 14, 23-29 In quel tempo, Gesù disse [ai suoi discepoli]: «Se uno mi ama, osserverà la mia parola e il Vi ho detto queste cose mentre sono ancora presso di voi. Ma",256
"Vi lascio la pace, vi do la mia pace. Non come la dà il mondo, Avete udito che vi ho detto: “Vado e tornerò da voi”. Se mi Parola del Signore. Quando l’Ascensione del Signore è celebrata la domenica seguente, nella VI",257
"ASCENSIONE PRIMA LETTURA Dagli Atti degli Apostoli 1, 1-11 Nel primo racconto, o Teòfilo, ho trattato di tutto quelEgli si mostrò a essi vivo, dopo la sua passione, con molte Quelli dunque che erano con lui gli domandavano: «Signore, è",258
"Detto questo, mentre lo guardavano, fu elevato in alto e una Parola di Dio.",259
"SALMO RESPONSORIALE Ascende il Signore tra canti di gioia. Oppure: Alleluia, alleluia, alleluia. Popoli tutti, battete le mani! Ascende Dio tra le acclamazioni, Perché Dio è re di tutta la terra,",260
"SECONDA LETTURA Dalla lettera agli Ebrei 9, 24-28; 10, 19-23 Cristo non è entrato in un santuario fatto da mani Invece ora, una volta sola, nella pienezza dei tempi, egli è Fratelli, poiché abbiamo piena libertà di entrare nel santuario Parola di Dio.",263
"CANTO AL VANGELO Alleluia, alleluia. Andate e fate discepoli tutti i popoli, dice il Signore. Alleluia. VANGELO Mentre li benediceva veniva portato verso il cielo. Dal Vangelo secondo Luca 24, 46-53 In quel tempo, Gesù disse ai suoi discepoli: «CoPoi li condusse fuori verso Betània e, alzate le mani, li beneParola del Signore.",264
"VII DOMENICA Nelle regioni in cui l’Ascensione si celebra il giovedì della VI settimana di PRIMA LETTURA Io contemplo il Figlio dell’uomo Dagli Atti degli Apostoli 7, 55-60 In quei giorni, Stefano, pieno di Spirito Santo, fissanAllora, gridando a gran voce, si turarono gli orecchi e si scaE lapidavano Stefano, che pregava e diceva: «Signore Gesù, Parola di Dio.",265
"SALMO RESPONSORIALE Il Signore regna: esulti la terra. Oppure: Alleluia, alleluia, alleluia. Il Signore regna: esulti la terra, Annunciano i cieli la sua giustizia, Perché tu, Signore, SECONDA LETTURA Dal libro dell’Apocalisse di san Giovanni apostolo [ 22, 12-14.16-17.20 o, Giovanni, udii una voce che mi diceva:] «Ecco, io",266
"ro che lavano le loro vesti per avere diritto all’albero della viLo Spirito e la sposa dicono: «Vieni!». E chi ascolta, ripeta: Colui che attesta queste cose dice: «Sì, vengo presto!». Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Non vi lascerò orfani, dice il Signore, Alleluia.",269
"VANGELO Dal Vangelo secondo Giovanni 17, 20-26 In quel tempo, [Gesù, alzàti gli occhi al cielo, E la gloria che tu hai dato a me, io l’ho data a loro, perché siaPadre, voglio che quelli che mi hai dato siano anch’essi con Padre giusto, il mondo non ti ha conosciuto, ma io ti ho coParola del Signore.",270
"DOMENICA Alla Messa vespertina Queste letture vengono proclamate nella Messa che si celebra la sera del PRIMA LETTURA La si chiamò Babele, perché là il Signore Dal libro della Gènesi 11, 1-9 Tutta la terra aveva un’unica lingua e uniche parole. Si dissero l’un l’altro: «Venite, facciamoci mattoni e cuociaMa il Signore scese a vedere la città e la torre che i figli degli",271
"la loro lingua, perché non comprendano più l’uno la lingua Il Signore li disperse di là su tutta la terra ed essi cessarono Parola di Dio. SALMO RESPONSORIALE Su tutti i popoli regna il Signore. Il Signore annulla i disegni delle nazioni, Beata la nazione che ha il Signore come Dio, Dal trono dove siede Oppure: Dal Salmo 103 (104) (vedi pag. 235)",272
"Oppure: Dal libro dell’Èsodo 19, 3-8a.16-20b In quei giorni, Mosè salì verso Dio, e il Signore lo Mosè andò, convocò gli anziani del popolo e riferì loro tutte Il terzo giorno, sul far del mattino, vi furono tuoni e lampi, Il monte Sinai era tutto fumante, perché su di esso era sceso",275
"la vetta del monte, e il Signore chiamò Mosè sulla vetta del Parola di Dio. SALMO RESPONSORIALE La grazia del Signore è su quanti lo temono. Benedici il Signore, anima mia, Egli perdona tutte le tue colpe, Il Signore compie cose giuste, Ma l’amore del Signore è da sempre, Oppure: Dal Salmo 103 (104) (vedi pag. 235)",276
"Oppure: Dal libro del profeta Ezechièle 37, 1-14 In quei giorni, la mano del Signore fu sopra di me e il Mi disse: «Figlio dell’uomo, potranno queste ossa rivivere?». Egli aggiunse: «Profetizza allo spirito, profetizza, figlio del-",277
"Mi disse: «Figlio dell’uomo, queste ossa sono tutta la casa Parola di Dio.",278
"SALMO RESPONSORIALE Rinnovami, Signore, con la tua grazia. Pietà di me, o Dio, nel tuo amore; Tu gradisci la sincerità nel mio intimo, Crea in me, o Dio, un cuore puro, Rendimi la gioia della tua salvezza, Oppure: Dal Salmo 103 (104) (vedi pag. 235)",279
"Oppure: Dal libro del profeta Gioèle 3, 1-5 Così dice il Signore: Farò prodigi nel cielo e sulla terra, Chiunque invocherà il nome del Signore, Parola di Dio.",280
"SALMO RESPONSORIALE Manda il tuo Spirito, Signore, a rinnovare la terra. Oppure: Alleluia, alleluia, alleluia. Benedici il Signore, anima mia! Quante sono le tue opere, Signore! Tutti da te aspettano Togli loro il respiro: muoiono,",281
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Romani 8, 22-27 Fratelli, sappiamo che tutta insieme la creazione geOra, ciò che si spera, se è visto, non è più oggetto di speranAllo stesso modo anche lo Spirito viene in aiuto alla nostra Parola di Dio.",282
"CANTO AL VANGELO Alleluia, alleluia. Vieni, Spirito Santo, Alleluia. VANGELO Sgorgheranno fiumi di acqua viva. Dal Vangelo secondo Giovanni 7, 37-39 Nell’ultimo giorno, il grande giorno della festa, Questo egli disse dello Spirito che avrebbero ricevuto i creParola del Signore.",283
"DOMENICA Alla Messa del giorno PRIMA LETTURA Tutti furono colmati di Spirito Santo Dagli Atti degli Apostoli 2, 1-11 Mentre stava compiendosi il giorno della Pentecoste, Abitavano allora a Gerusalemme Giudei osservanti, di ogni",284
"bia vicino a Cirène, Romani qui residenti, Giudei e prosèliti, Parola di Dio. SALMO RESPONSORIALE Manda il tuo Spirito, Signore, a rinnovare la terra. Oppure: Alleluia, alleluia, alleluia. Benedici il Signore, anima mia! Togli loro il respiro: muoiono, Sia per sempre la gloria del Signore;",285
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Romani 8, 8-17 Fratelli, quelli che si lasciano dominare dalla carne Ora, se Cristo è in voi, il vostro corpo è morto per il peccato, Così dunque, fratelli, noi siamo debitori non verso la carne, E voi non avete ricevuto uno spirito da schiavi per ricadere Parola di Dio.",286
"SEQUENZA Veni, Sancte Spíritus, Vieni, Santo Spirito, Veni, pater páuperum, Vieni, padre dei poveri, Consolátor óptime, Consolatore perfetto, In labóre réquies, Nella fatica, riposo, O lux beatíssima, O luce beatissima, Sine tuo númine, Senza la tua forza, Lava quod est sórdidum, Lava ciò che è sórdido, Flecte quod est rígidum, Piega ciò che è rigido, Da tuis fidélibus, Dona ai tuoi fedeli, Da virtútis méritum, Dona virtù e premio,",289
"CANTO AL VANGELO Alleluia, alleluia. Vieni, Santo Spirito, Alleluia. VANGELO Lo Spirito Santo vi insegnerà ogni cosa. Dal Vangelo secondo Giovanni 14, 15-16.23b-26 In quel tempo, Gesù disse ai suoi discepoli: «Se mi amate, osserverete i miei comandamenSe uno mi ama, osserverà la mia parola e il Padre Vi ho detto queste cose mentre sono ancora presso di voi. Ma",290
"me, lui vi insegnerà ogni cosa e vi ricorderà tutto ciò che io Parola del Signore. Nei luoghi dove, per consuetudine, i fedeli partecipano alla Messa del",291
SOLENNITÀ,293
"SOLENNITÀ PRIMA LETTURA Dal libro dei Proverbi 8, 22-31 Così parla la Sapienza di Dio: «Il Signore mi ha creato come inizio della sua attività, Quando non esistevano gli abissi, io fui generata, Quando egli fissava i cieli, io ero là;",295
"io ero con lui come artefice Parola di Dio. SALMO RESPONSORIALE O Signore, quanto è mirabile il tuo nome Quando vedo i tuoi cieli, opera delle tue dita, Davvero l’hai fatto poco meno di un dio, Tutte le greggi e gli armenti",296
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Romani 5, 1-5 Fratelli, giustificati per fede, noi siamo in pace con E non solo: ci vantiamo anche nelle tribolazioni, sapendo che La speranza poi non delude, perché l’amore di Dio è stato riParola di Dio. CANTO AL VANGELO Alleluia, alleluia. Gloria al Padre e al Figlio e allo Spirito Santo, Alleluia.",297
"VANGELO Dal Vangelo secondo Giovanni 16, 12-15 In quel tempo, disse Gesù ai suoi discepoli: «Molte cose ho ancora da dirvi, ma per il moParola del Signore.",298
"SOLENNITÀ DEL SS. CORPO PRIMA LETTURA Dal libro della Gènesi 14, 18-20 In quei giorni, Melchìsedek, re di Salem, offrì pane e «Sia benedetto Abram dal Dio altissimo, E [Abramo] diede a lui la decima di tutto. Parola di Dio.",299
"SALMO RESPONSORIALE Tu sei sacerdote per sempre, Cristo Signore. Oracolo del Signore al mio signore: Lo scettro del tuo potere A te il principato Il Signore ha giurato e non si pente:",300
