id_canti,titolo,score_vector_similarity,score_text_similarity,score_deviation,score_selection,score_history,score,adeguatezza
137,Come Tu mi vuoi,,0.41,0.18,,,31,:material-dots-horizontal: Mh
138,Come un fiume,,0.44,0.14,,,31,:material-dots-horizontal: Mh
194,Fermarono i cieli,,0.37,0.24,,,31,:material-dots-horizontal: Mh
1689,Gesù (Al mattino),,0.36,0.25,,,31,:material-dots-horizontal: Mh
207,Gli angeli delle campagne,,0.4,0.2,,,31,:material-dots-horizontal: Mh
2241,Io vi do un grande esempio,,0.42,0.17,,,31,:material-dots-horizontal: Mh
1757,Chi ha sete,,0.43,0.16,,,31,:material-dots-horizontal: Mh
116,Canterò per Te,,0.45,0.13,,,31,:material-dots-horizontal: Mh
2916,Seme dell'eternità,,0.47,0.12,,,31,:material-dots-horizontal: Mh
2647,La sua casa,,0.49,0.08,,,31,:material-dots-horizontal: Mh
2140,Santo - Jesus Christ Superstar (semplificato),0.6105495522910274,0.28,0.06,,,31,:material-dots-horizontal: Mh
2665,Chi perde la sua vita per me,,0.4,0.2,,,31,:material-dots-horizontal: Mh
2240,Con l'offerta di Gesù,,0.45,0.14,,,31,:material-dots-horizontal: Mh
483,Vieni al Signor,,0.43,0.16,,,31,:material-dots-horizontal: Mh
2052,Il mio posto,,0.44,0.15,,,31,:material-dots-horizontal: Mh
1552,Canta con noi,,0.44,0.15,,,31,:material-dots-horizontal: Mh
423,Servo per amore,,0.42,0.18,,,31,:material-dots-horizontal: Mh
2505,Cristo muove le montagne,,0.47,0.11,,,31,:material-dots-horizontal: Mh
1551,Cantiamo con gioia,,0.43,0.15,,,31,:material-dots-horizontal: Mh
2300,Con Te Camminerò,,0.4,0.2,,,31,:material-dots-horizontal: Mh
1913,Tornerà il Signor,,0.43,0.17,,,31,:material-dots-horizontal: Mh
1619,Come ti ama Dio,,0.38,0.07,,0.4,31,:material-dots-horizontal: Mh
234,Il Signore è il mio pastore,,0.44,0.15,,,31,:material-dots-horizontal: Mh
1918,Io sarò con voi,,0.46,0.13,,,31,:material-dots-horizontal: Mh
2367,Volto dell'Uomo,,0.44,0.14,,,31,:material-dots-horizontal: Mh
2717,In quei giorni,,0.43,0.15,,,31,:material-dots-horizontal: Mh
2994,Entrerò nella tua casa,,0.47,0.1,,,31,:material-dots-horizontal: Mh
1759,Io ti cerco,,0.5,0.08,,,31,:material-dots-horizontal: Mh
1581,La voce di Maria,,0.44,0.13,,,30,:material-dots-horizontal: Mh
2563,Ruah,,0.34,0.26,,,30,:material-dots-horizontal: Mh
1713,"Ti ringrazio, o mio Signore",,0.49,0.06,,,30,:material-dots-horizontal: Mh
249,"Io credo, risorgerò",,0.45,0.11,,,30,:material-dots-horizontal: Mh
2578,Veglia al bambino Gesù,,0.4,0.17,,,30,:material-dots-horizontal: Mh
3084,Vita che risorge,,0.47,0.08,,,30,:material-dots-horizontal: Mh
2339,Come Davide,,0.37,0.21,,,30,:material-dots-horizontal: Mh
2103,Un sogno che vola,,0.42,0.15,,,30,:material-dots-horizontal: Mh
2891,Canto penitenziale,,0.43,0.14,,,30,:material-dots-horizontal: Mh
1610,Il Signore ha messo un seme,,0.43,0.14,,,30,:material-dots-horizontal: Mh
1718,Venite dal profondo,,0.45,0.11,,,30,:material-dots-horizontal: Mh
2780,Grazie Signore,,0.46,0.1,,,30,:material-dots-horizontal: Mh
1616,Canzone della speranza,,0.47,0.09,,,30,:material-dots-horizontal: Mh
2585,Canto di nozze,,0.43,0.13,,,30,:material-dots-horizontal: Mh
258,Io vedo la Tua luce,,0.47,0.09,,,30,:material-dots-horizontal: Mh
1896,Lode gloriosa,,0.4,0.17,,,30,:material-dots-horizontal: Mh
1453,Nella Tua presenza,,0.44,0.13,,,30,:material-dots-horizontal: Mh
2598,Simeone,0.6118728089155876,0.33,-0.05,,,30,:material-dots-horizontal: Mh
2291,Canto Penitenziale,,0.43,0.14,,,30,:material-dots-horizontal: Mh
2790,Il seme,,0.43,0.14,,,30,:material-dots-horizontal: Mh
1620,La scelta di Maria,,0.43,0.14,,,30,:material-dots-horizontal: Mh
1393,Il Piccolo Tamburino (The little drummer boys),,0.33,0.27,,,30,:material-dots-horizontal: Mh
1859,Albero di vita,,0.45,0.12,,,30,:material-dots-horizontal: Mh
2572,Stringimi,,0.43,0.14,,,30,:material-dots-horizontal: Mh
292,Luce di verità,0.6773726051040254,0.33,-0.1,,,30,:material-dots-horizontal: Mh
2254,Grande è la Tua bontà ,,0.43,0.13,,,30,:material-dots-horizontal: Mh
2246,E sia sì,,0.44,0.13,,,30,:material-dots-horizontal: Mh
2242,In questo giorno di luce,,0.4,0.17,,,30,:material-dots-horizontal: Mh
236,Il Signore è la mia salvezza,,0.46,0.1,,,30,:material-dots-horizontal: Mh
2743,L'uomo alla sua mensa,,0.42,0.15,,,30,:material-dots-horizontal: Mh
2601,Un canto il cuor,,0.4,0.18,,,30,:material-dots-horizontal: Mh
203,Gesù per le strade,,0.38,0.2,,,30,:material-dots-horizontal: Mh
2293,Se tu mi ami Simone,,0.43,0.14,,,30,:material-dots-horizontal: Mh
1677,Mi affido a te,,0.43,0.13,,,30,:material-dots-horizontal: Mh
2795,Come il Pellicano,,0.43,0.09,,,28,:material-dots-horizontal: Mh
217,Grandi cose,,0.4,0.12,,,28,:material-dots-horizontal: Mh
2681,Rendiamo grazie a te,,0.44,0.08,,,28,:material-dots-horizontal: Mh
434,Sono qui a lodarti (luce del mondo),,0.4,0.13,,,28,:material-dots-horizontal: Mh
2295,Custode del Signore,,0.47,0.06,,,28,:material-dots-horizontal: Mh
1587,La mia preghiera elevo a Te,,0.4,0.13,,,28,:material-dots-horizontal: Mh
2239,Amore abbandonato,,0.43,0.1,,,28,:material-dots-horizontal: Mh
2777,Tu sei il mio Dio (Meraviglioso),,0.42,0.12,,,28,:material-dots-horizontal: Mh
301,Rimani con me,,0.43,0.11,,,28,:material-dots-horizontal: Mh
1752,Mi basta la tua grazia,,0.43,0.12,,,28,:material-dots-horizontal: Mh
1600,Fratello Sole e Sorella Luna (semplificata),,0.45,0.09,,,28,:material-dots-horizontal: Mh
1720,"Laudate, omnes gentes",0.3484570743062129,0.27,0.21,,,28,:material-dots-horizontal: Mh
1640,"Sei Tu, Signore",,0.43,0.1,,,28,:material-dots-horizontal: Mh
2547,Maria piccola Maria,,0.47,0.04,,,28,:material-dots-horizontal: Mh
2148,Gesù caricato della croce,,0.37,0.17,,,28,:material-dots-horizontal: Mh
1970,Grazie Padre Buono (Rns),,0.42,0.12,,,28,:material-dots-horizontal: Mh
2722,Dio ha tanto amato il mondo,,0.46,0.08,,,28,:material-dots-horizontal: Mh
2224,Partirò,,0.4,0.12,,,28,:material-dots-horizontal: Mh
1678,Io credo in te Gesù,,0.39,0.14,,,28,:material-dots-horizontal: Mh
233,Il Regno di Dio,,0.4,0.13,,,28,:material-dots-horizontal: Mh
2143,E' un giorno di festa,,0.42,0.11,,,28,:material-dots-horizontal: Mh
2146,E' bello star qui (Que bien se esta aqui),,0.37,0.16,,,28,:material-dots-horizontal: Mh
7,Accoglimi,,0.46,0.08,,,28,:material-dots-horizontal: Mh
3022,Redentore delle genti,,0.43,0.1,,,28,:material-dots-horizontal: Mh
163,Dov’è carità e amore,,0.45,0.07,,,28,:material-dots-horizontal: Mh
184,Ecco la serva del Signore (v2),,0.45,0.1,,,28,:material-dots-horizontal: Mh
352,Padre nostro,,0.4,0.12,,,28,:material-dots-horizontal: Mh
200,Fratello Sole e Sorella Luna,,0.45,0.09,,,28,:material-dots-horizontal: Mh
167,E' bello,,0.43,0.11,,,28,:material-dots-horizontal: Mh
2404,Fuoco che consuma,,0.38,0.17,,,28,:material-dots-horizontal: Mh
2108,Padre nostro non abbandonarci,,0.4,0.15,,,28,:material-dots-horizontal: Mh
2296,Custode del Signore (v2),,0.47,0.06,,,28,:material-dots-horizontal: Mh
2772,Cammineremo nella libertà,,0.39,0.14,,,28,:material-dots-horizontal: Mh
2532,Hosanna (versione italiana),,0.37,0.2,,,28,:material-dots-horizontal: Mh
1657,Parla al mio cuore,,0.43,0.11,,,28,:material-dots-horizontal: Mh
2252,"Alza le braccia, apri il tuo cuore",,0.43,0.09,,,28,:material-dots-horizontal: Mh
432,Silenzioso Dio,,0.44,0.09,,,28,:material-dots-horizontal: Mh
246,Insieme è più bello,,0.39,0.16,,,28,:material-dots-horizontal: Mh
2767,Dite alla gente,,0.39,0.16,,,28,:material-dots-horizontal: Mh
2133,Cantico di Anna,,0.46,0.08,,,28,:material-dots-horizontal: Mh
394,Santa Maria del cammino,,0.4,0.14,,,28,:material-dots-horizontal: Mh
2305,Il tuo amore per noi,,0.46,0.06,,,28,:material-dots-horizontal: Mh
2107,Giovani orizzonti,,0.42,0.11,,,28,:material-dots-horizontal: Mh
2768,La mano nella tua,,0.41,0.14,,,28,:material-dots-horizontal: Mh
339,Ora è tempo di gioia,,0.4,0.16,,,28,:material-dots-horizontal: Mh
2324,Roccia di fedeltà,,0.39,0.14,,,28,:material-dots-horizontal: Mh
9,Acqua sole e verità,,0.4,0.14,,,28,:material-dots-horizontal: Mh
2110,Giù dai Colli,,0.39,0.17,,,28,:material-dots-horizontal: Mh
2114,"Arrivederci a te, amico Gesù",,0.39,0.15,,,28,:material-dots-horizontal: Mh
2623,Eterno Signor,,0.4,0.15,,,28,:material-dots-horizontal: Mh
2002,Maranathà,,0.39,0.17,,,28,:material-dots-horizontal: Mh
1604,Pane che non sei più pane,,0.38,0.16,,,28,:material-dots-horizontal: Mh
422,Semina la Pace,,0.41,0.15,,,28,:material-dots-horizontal: Mh
201,Frutto della nostra terra,,0.52,0.31,,0.11,28,:material-dots-horizontal: Mh
2152,Gustate e vedete,,0.41,0.12,,,28,:material-dots-horizontal: Mh
2271,Luce Gentile,,0.4,0.15,,,28,:material-dots-horizontal: Mh
1881,Hallelujah (riadattamento cattolico),,0.37,0.17,,,28,:material-dots-horizontal: Mh
2009,Camminiamo incontro al Signore,,0.39,0.14,,,28,:material-dots-horizontal: Mh
135,Come l’aurora verrai,,0.42,0.13,,,28,:material-dots-horizontal: Mh
452,Testimoni dell’amore,,0.46,0.05,,,28,:material-dots-horizontal: Mh
3011,Lo Spirito di Cristo,,0.4,0.14,,,28,:material-dots-horizontal: Mh
120,Canto a Te Maria,,0.43,0.1,,,28,:material-dots-horizontal: Mh
2132,Ora che il giorno finisce,,0.43,0.09,,,28,:material-dots-horizontal: Mh
2144,E' il segno del tuo amore,,0.42,0.13,,,28,:material-dots-horizontal: Mh
2209,Il mio canto sale a Te,,0.39,0.16,,,28,:material-dots-horizontal: Mh
2557,Per sempre canterò il tuo nome,,0.38,0.16,,,28,:material-dots-horizontal: Mh
181,Ecco il nostro si,,0.44,0.09,,,28,:material-dots-horizontal: Mh
2303,Annuncio Pasquale,,0.48,0.03,,,28,:material-dots-horizontal: Mh
2353,Oggi è Festa per noi,,0.4,0.15,,,28,:material-dots-horizontal: Mh
1724,Gloria a Dio,,0.45,0.08,,,28,:material-dots-horizontal: Mh
2864,Chi è costei che sorge come aurora,,0.43,0.11,,,28,:material-dots-horizontal: Mh
335,Oggi ti chiamo,,0.43,0.09,,,28,:material-dots-horizontal: Mh
1832,Vieni Signore non tardare,,0.36,0.17,,,28,:material-dots-horizontal: Mh
224,Il canto dell’amore,,0.43,0.09,,,28,:material-dots-horizontal: Mh
1732,Vi annuncio la gioia,,0.44,0.09,,,28,:material-dots-horizontal: Mh
2622,Dalla tristezza alla danza,,0.41,0.11,,,28,:material-dots-horizontal: Mh
1895,Questo è il giorno fatto dal Signore ,,0.42,0.12,,,28,:material-dots-horizontal: Mh
499,Amare oltre,,0.38,0.16,,,28,:material-dots-horizontal: Mh
1926,Il Vangelo della terra,,0.47,0.07,,,28,:material-dots-horizontal: Mh
2660,Canoni Vari,0.607757743364315,0.33,-0.07,,,28,:material-dots-horizontal: Mh
1928,Santa degli impossibili (Santa Rita),,0.36,0.2,,,28,:material-dots-horizontal: Mh
2253,Venite applaudiamo al Signore,,0.45,0.09,,,28,:material-dots-horizontal: Mh
2554,Ora e per sempre (Over and over),,0.39,0.14,,,28,:material-dots-horizontal: Mh
1695,Ho respirato il tuo sì,,0.42,0.13,,,28,:material-dots-horizontal: Mh
1972,Io Mi Arrendo (HillSong - I Surrender),,0.35,0.17,,,27,:material-dots-horizontal: Mh
2226,"Alleluia, Cristo è risorto",,0.42,0.08,,,27,:material-dots-horizontal: Mh
450,Te lodiamo Trinità,,0.4,0.11,,,27,:material-dots-horizontal: Mh
2797,The blessing,,0.4,0.1,,,27,:material-dots-horizontal: Mh
2576,Uomo di galilea,,0.33,0.19,,,27,:material-dots-horizontal: Mh
1621,Occhi di cielo,,0.39,0.12,,,27,:material-dots-horizontal: Mh
1655,Eccomi Gesù,,0.39,0.13,,,27,:material-dots-horizontal: Mh
2556,Osanna all'Altissimo,,0.35,0.17,,,27,:material-dots-horizontal: Mh
2507,Così come sei,,0.39,0.13,,,27,:material-dots-horizontal: Mh
2217,Benedirò il Signore,,0.42,0.09,,,27,:material-dots-horizontal: Mh
479,Verremo a Te,,0.42,0.08,,,27,:material-dots-horizontal: Mh
2644,La Tua dimora,,0.43,0.06,,,27,:material-dots-horizontal: Mh
1573,Sei libertà,,0.38,0.13,,,27,:material-dots-horizontal: Mh
1738,Misericordia sei,,0.33,0.2,,,27,:material-dots-horizontal: Mh
1963,Salve Regina,,0.36,0.15,,,27,:material-dots-horizontal: Mh
1917,"Vieni, santo spirito di Dio",,0.39,0.13,,,27,:material-dots-horizontal: Mh
2371,Inno GMG 2016,,0.4,0.11,,,27,:material-dots-horizontal: Mh
2529,Sei Tu Signore il pane,,0.4,0.1,,,27,:material-dots-horizontal: Mh
1455,Questa è la mia fede,,0.39,0.11,,,27,:material-dots-horizontal: Mh
2757,Vieni popolo mio,,0.43,0.08,,,27,:material-dots-horizontal: Mh
1777,E' il Signore e dà la vita,,0.45,0.05,,,27,:material-dots-horizontal: Mh
1860,Gesù è vivo,,0.39,0.13,,,27,:material-dots-horizontal: Mh
3082,Pellegrini nella Speranza,,0.36,0.15,,,27,:material-dots-horizontal: Mh
2147,Danza la vita,,0.38,0.13,,,27,:material-dots-horizontal: Mh
1836,Ecco la serva del Signore,,0.41,0.09,,,27,:material-dots-horizontal: Mh
470,Un cuore nuovo,,0.4,0.11,,,27,:material-dots-horizontal: Mh
2483,Io mi arrendo,,0.37,0.14,,,27,:material-dots-horizontal: Mh
2000,O Croce Fedele ,,0.37,0.14,,,27,:material-dots-horizontal: Mh
1779,Cuore puro,,0.4,0.1,,,27,:material-dots-horizontal: Mh
2053,Canoni - Nulla ti turbi,,0.31,0.22,,,27,:material-dots-horizontal: Mh
2117,Avrai cura di noi,,0.39,0.11,,,27,:material-dots-horizontal: Mh
2496,Aprite o porte i frontali,,0.35,0.17,,,27,:material-dots-horizontal: Mh
1613,Come un prodigio,,0.4,0.1,,,27,:material-dots-horizontal: Mh
2990,Santa chiesa di Dio,,0.42,0.09,,,27,:material-dots-horizontal: Mh
2666,Cristo nostra pace,,0.37,0.14,,,27,:material-dots-horizontal: Mh
1731,Emmanuele vieni tra noi,,0.39,0.11,,,27,:material-dots-horizontal: Mh
2642,Volgete gli occhi ,,0.38,0.13,,,27,:material-dots-horizontal: Mh
125,Cerco la Tua voce,,0.42,0.09,,,27,:material-dots-horizontal: Mh
505,Prima Corinzi 13,,0.41,0.1,,,27,:material-dots-horizontal: Mh
2237,A Betlemme di Giudea,,0.36,0.16,,,27,:material-dots-horizontal: Mh
2397,Misericordia sei,,0.33,0.2,,,27,:material-dots-horizontal: Mh
1828,Tu mi conosci,,0.39,0.12,,,27,:material-dots-horizontal: Mh
2225,Venite alla festa,,0.37,0.14,,,27,:material-dots-horizontal: Mh
2764,Giovani Orizzonti,,0.41,0.09,,,27,:material-dots-horizontal: Mh
285,Lodate Dio,,0.44,0.06,,,27,:material-dots-horizontal: Mh
1396,Rimanete in me,,0.37,0.13,,,26,:material-dots-horizontal: Mh
1548,Benedici,,0.4,0.08,,,26,:material-dots-horizontal: Mh
1986,Cristo speranza delle genti,,0.38,0.12,,,26,:material-dots-horizontal: Mh
58,Apostoli di gioia,,0.43,0.04,,,26,:material-dots-horizontal: Mh
2485,Con un cuore solo,,0.4,0.08,,,26,:material-dots-horizontal: Mh
2858,E' l’incontro della vita,,0.39,0.1,,,26,:material-dots-horizontal: Mh
2153,Alleluia (Non può bastare una canzone),,0.33,0.17,,,26,:material-dots-horizontal: Mh
2174,Quelli che amano te,,0.4,0.09,,,26,:material-dots-horizontal: Mh
307,Mia forza e mio canto,,0.43,0.05,,,26,:material-dots-horizontal: Mh
1991,O madre del signore,,0.37,0.12,,,26,:material-dots-horizontal: Mh
1554,Emmanuel tu sei,,0.37,0.12,,,26,:material-dots-horizontal: Mh
1454,Nessuno è come Te,,0.35,0.14,,,26,:material-dots-horizontal: Mh
2109,Apri le braccia al futuro,,0.4,0.09,,,26,:material-dots-horizontal: Mh
2111,Alleluia Gesù,,0.39,0.1,,,26,:material-dots-horizontal: Mh
2610,T'amo Gesù,,0.34,0.17,,,26,:material-dots-horizontal: Mh
1634,A te grido mio Signore,,0.41,0.07,,,26,:material-dots-horizontal: Mh
2316,Padre m'abbandono a te,,0.39,0.09,,,26,:material-dots-horizontal: Mh
2458,Destinati all'eternità,,0.42,0.07,,,26,:material-dots-horizontal: Mh
486,Vieni e seguimi,,0.36,0.13,,,26,:material-dots-horizontal: Mh
1558,Le tue meraviglie,,0.4,0.08,,,26,:material-dots-horizontal: Mh
2646,È meraviglioso,,0.41,0.07,,,26,:material-dots-horizontal: Mh
2921,Dio della storia,,0.46,-0.0,,,26,:material-dots-horizontal: Mh
237,Il Signore è vicino,,0.41,0.07,,,26,:material-dots-horizontal: Mh
1902,Confidiamo in te,,0.37,0.12,,,26,:material-dots-horizontal: Mh
266,L’anima mia magnifica il Signore,,0.4,0.08,,,26,:material-dots-horizontal: Mh
1885,Sfolgora il sole di Pasqua,,0.37,0.13,,,26,:material-dots-horizontal: Mh
206,Giovane donna,,0.4,0.08,,,26,:material-dots-horizontal: Mh
2266,Passa ancora in mezzo a noi,,0.43,0.05,,,26,:material-dots-horizontal: Mh
445,Svegliati o Sion,,0.43,0.12,,0.23,26,:material-dots-horizontal: Mh
2405,Le mie mani son piene (di benedizioni),,0.36,0.13,,,26,:material-dots-horizontal: Mh
86,Bianco Natale,,0.34,0.17,,,26,:material-dots-horizontal: Mh
2727,La legge del Signore,,0.42,0.06,,,26,:material-dots-horizontal: Mh
2444,Resta con noi Gesù ,,0.37,0.13,,,26,:material-dots-horizontal: Mh
2597,Glorifica il Signore Gerusalemme,,0.41,0.07,,,26,:material-dots-horizontal: Mh
2478,Cristo Re,,0.38,0.11,,,26,:material-dots-horizontal: Mh
1842,Gloria e lode a te,,0.36,0.13,,,26,:material-dots-horizontal: Mh
2474,Maria,,0.4,0.08,,,26,:material-dots-horizontal: Mh
1976,Come brezza ,,0.39,0.1,,,26,:material-dots-horizontal: Mh
2846,Come chicco di grano,,0.44,0.03,,,26,:material-dots-horizontal: Mh
1663,Ti dono il mio cuore Gesù,,0.39,0.09,,,26,:material-dots-horizontal: Mh
2416,Arderanno sempre i nostri cuori,,0.43,0.05,,,26,:material-dots-horizontal: Mh
150,Dall’aurora al tramonto,,0.41,0.08,,,26,:material-dots-horizontal: Mh
1947,Aprite le porte,,0.41,0.07,,,26,:material-dots-horizontal: Mh
1873,E' festa grande ,,0.38,0.11,,,26,:material-dots-horizontal: Mh
2283,Io ti seguirò,,0.38,0.11,,,26,:material-dots-horizontal: Mh
2571,Se il diavolo è arrabbiato,,0.32,0.18,,,26,:material-dots-horizontal: Mh
377,Rallegriamoci,,0.39,0.1,,,26,:material-dots-horizontal: Mh
2026,Tu un giorno,,0.39,0.09,,,26,:material-dots-horizontal: Mh
2218,I frutti che ci dai,,0.4,0.08,,,26,:material-dots-horizontal: Mh
2794,O Signore nostro Dio,,0.4,0.08,,,26,:material-dots-horizontal: Mh
1851,Il mistero,,0.41,0.07,,,26,:material-dots-horizontal: Mh
2393,Io credo in te Gesù (v2),,0.37,0.13,,,26,:material-dots-horizontal: Mh
2415,Quando lo spirito ,,0.33,0.18,,,26,:material-dots-horizontal: Mh
2366,Alzo gli occhi verso i monti,,0.41,0.08,,,26,:material-dots-horizontal: Mh
2721,Salmo 8,,0.36,0.14,,,26,:material-dots-horizontal: Mh
240,In comunione,,0.4,0.06,,,25,:material-dots-horizontal: Mh
1649,Accogli Signore i nostri doni (v2),,0.34,0.13,,,25,:material-dots-horizontal: Mh
1995,Tu sei Santo Tu sei Re,,0.3,0.19,,,25,:material-dots-horizontal: Mh
2981,O Donna gloriosa,,0.42,0.04,,,25,:material-dots-horizontal: Mh
1583,E' tempo di grazia,,0.42,0.04,,,25,:material-dots-horizontal: Mh
2419,Vieni fratello (il Padre ci chiama),,0.36,0.11,,,25,:material-dots-horizontal: Mh
2262,Maria speranza nostra,,0.38,0.09,,,25,:material-dots-horizontal: Mh
154,Davanti al Re,,0.34,0.14,,,25,:material-dots-horizontal: Mh
1730,Rallegrati Gerusalemme,,0.37,0.1,,,25,:material-dots-horizontal: Mh
1839,Se il chicco di frumento,,0.35,0.13,,,25,:material-dots-horizontal: Mh
1929,A te vorrei dire,,0.38,0.09,,,25,:material-dots-horizontal: Mh
1853,Prendete e mangiate,,0.32,0.16,,,25,:material-dots-horizontal: Mh
1714,"Ti saluto, o Croce santa",,0.35,0.13,,,25,:material-dots-horizontal: Mh
2460,Come un fiume,,0.38,0.09,,,25,:material-dots-horizontal: Mh
1707,Tu sei Re,,0.29,0.19,,,25,:material-dots-horizontal: Mh
1688,Gesù t’adoriamo,,0.33,0.14,,,25,:material-dots-horizontal: Mh
2177,O Gesù mio amabilissimo,,0.36,0.11,,,25,:material-dots-horizontal: Mh
2451,Ballata per Maria ,,0.38,0.09,,,25,:material-dots-horizontal: Mh
1628,Madre dolcissima,,0.37,0.09,,,25,:material-dots-horizontal: Mh
2029,Sommo e glorioso Dio,,0.39,0.08,,,25,:material-dots-horizontal: Mh
2449,Al Signore canterò,,0.39,0.07,,,25,:material-dots-horizontal: Mh
2331,Atto di amore,,0.36,0.11,,,25,:material-dots-horizontal: Mh
2551,Non c'è nessuno che,,0.36,0.11,,,25,:material-dots-horizontal: Mh
1618,L'acqua della salvezza,,0.39,0.08,,,25,:material-dots-horizontal: Mh
2407,Solo tu il mio Dio ,,0.4,0.06,,,25,:material-dots-horizontal: Mh
2321,Resta con noi,,0.35,0.12,,,25,:material-dots-horizontal: Mh
2044,Davanti a te Gesu',,0.36,0.11,,,25,:material-dots-horizontal: Mh
264,L’acqua viva,,0.37,0.11,,,25,:material-dots-horizontal: Mh
1662,Creati per te,,0.37,0.09,,,25,:material-dots-horizontal: Mh
2629,Grazie Signore,,0.38,0.09,,,25,:material-dots-horizontal: Mh
2918,Dio ha tanto amato il mondo,,0.39,0.07,,,25,:material-dots-horizontal: Mh
1639,Mi perdo nel tuo amore,,0.37,0.09,,,25,:material-dots-horizontal: Mh
2327,Chi ha fame,,0.4,0.07,,,25,:material-dots-horizontal: Mh
2355,Gustate e vedete,,0.36,0.12,,,25,:material-dots-horizontal: Mh
420,Sei grande Dio,,0.41,0.05,,,25,:material-dots-horizontal: Mh
2450,Bellezza sei Tu,,0.37,0.09,,,25,:material-dots-horizontal: Mh
1563,"Gloria a te, parola vivente",,0.4,0.06,,,25,:material-dots-horizontal: Mh
2817,Hosanna ,,0.33,0.15,,,25,:material-dots-horizontal: Mh
6,Accogli Signore i nostri doni,,0.34,0.13,,,25,:material-dots-horizontal: Mh
2813,L'amore più grande,,0.42,0.03,,,25,:material-dots-horizontal: Mh
306,Mi arrendo al Tuo amore,,0.41,0.04,,,25,:material-dots-horizontal: Mh
1765,Inno all'amore,,0.33,0.15,,,25,:material-dots-horizontal: Mh
2284,Ecco il mio servo,,0.36,0.12,,,25,:material-dots-horizontal: Mh
2320,Magnificat,,0.4,0.07,,,25,:material-dots-horizontal: Mh
2593,Quì è la vera e perfetta letizia,,0.31,0.17,,,25,:material-dots-horizontal: Mh
2351,Ci accogli alla tua mensa,,0.37,0.09,,,25,:material-dots-horizontal: Mh
320,Ninna Nanna,,0.34,0.14,,,25,:material-dots-horizontal: Mh
2432,"Io ti amo Signore, mia forza Tu sei",,0.33,0.15,,,25,:material-dots-horizontal: Mh
2982,Tu sei il Cristo,,0.42,0.03,,,25,:material-dots-horizontal: Mh
2541,Lascia che il tuo fiume,,0.36,0.11,,,25,:material-dots-horizontal: Mh
1758,Samuel,,0.33,0.15,,,25,:material-dots-horizontal: Mh
14,Alla Tua presenza,,0.36,0.12,,,25,:material-dots-horizontal: Mh
1656,Ave dolce Maria,,0.37,0.08,,,24,:material-dots-horizontal: Mh
2487,Pane e vino ti offriamo,,0.38,0.06,,,24,:material-dots-horizontal: Mh
1964,Mira il tuo popolo,,0.33,0.12,,,24,:material-dots-horizontal: Mh
2173,Luce di Dio,,0.41,0.02,,,24,:material-dots-horizontal: Mh
1737,Potente sei mio Signor,,0.39,0.05,,,24,:material-dots-horizontal: Mh
2106,Vivi in noi don Bosco,,0.34,0.12,,,24,:material-dots-horizontal: Mh
1668,Fiumi di misericordia,,0.41,0.02,,,24,:material-dots-horizontal: Mh
465,Tu scendi dalle stelle,,0.34,0.12,,,24,:material-dots-horizontal: Mh
1352,Abbracciami,,0.36,0.08,,,24,:material-dots-horizontal: Mh
2583,Il tuo grande amore,,0.35,0.11,,,24,:material-dots-horizontal: Mh
2726,Io amo te,,0.39,0.05,,,24,:material-dots-horizontal: Mh
1748,Benedetto Signore (Cerco solo Te),,0.37,0.07,,,24,:material-dots-horizontal: Mh
1594,Vi lascio un grande esempio,,0.33,0.12,,,24,:material-dots-horizontal: Mh
411,Scusa Signore,,0.38,0.06,,,24,:material-dots-horizontal: Mh
2988,La tua Vita in me,,0.36,0.09,,,24,:material-dots-horizontal: Mh
494,Voglio cantare al Signor,,0.4,0.05,,,24,:material-dots-horizontal: Mh
1936,Alla vittima pasquale,,0.39,0.06,,,24,:material-dots-horizontal: Mh
2472,Benedetto sei Tu che vieni,,0.38,0.06,,,24,:material-dots-horizontal: Mh
3069,I nostri semplici doni,,0.35,0.1,,,24,:material-dots-horizontal: Mh
1768,Io ti offro,,0.37,0.08,,,24,:material-dots-horizontal: Mh
321,Noi canteremo gloria a Te,,0.43,0.01,,,24,:material-dots-horizontal: Mh
2388,Lode alla Trinità,,0.38,0.07,,,24,:material-dots-horizontal: Mh
379,Rendete grazie,,0.36,0.08,,,24,:material-dots-horizontal: Mh
2170,Tu vieni signore,,0.36,0.08,,,24,:material-dots-horizontal: Mh
3009,Solo per Amore,,0.36,0.08,,,24,:material-dots-horizontal: Mh
67,Ave Maria,,0.37,0.08,,,24,:material-dots-horizontal: Mh
2424,Mio rifugio sei tu,,0.34,0.12,,,24,:material-dots-horizontal: Mh
2919,Ecco quant'è bello,,0.33,0.12,,,24,:material-dots-horizontal: Mh
2934,Se siamo uniti,,0.35,0.11,,,24,:material-dots-horizontal: Mh
1802,Mai più ,,0.33,0.12,,,24,:material-dots-horizontal: Mh
2574,Ti parlerò di me,,0.37,0.08,,,24,:material-dots-horizontal: Mh
1944,Luce che sorgi nella notte,,0.42,0.01,,,24,:material-dots-horizontal: Mh
2383,"Signore, sei Tu il mio Pastor",,0.33,0.12,,,24,:material-dots-horizontal: Mh
1559,Come il cervo va all'acqua viva (semplificata),,0.41,0.03,,,24,:material-dots-horizontal: Mh
1562,Come il cervo va all'acqua viva,,0.41,0.03,,,24,:material-dots-horizontal: Mh
2589,Come un faro nel buio,,0.41,0.03,,,24,:material-dots-horizontal: Mh
